service_id,service_en,service_fr,org_id,org_name_en,org_name_fr
2564,Contribution and Loan Funding to support Indigenous Communities Programs,"Fonds de contribution et de prêt pour soutenir les programmes de négociations, de reconstruction des Nation et d’Espaces culturels dans les communautés autochtones. s",129,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada
2563,Claims Assessment,Évaluation des revendications,129,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada
2562,Reconciliation Secretariat Branch,Direction générale du Secrétariat de la réconciliation,129,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada
2561,"Strategic Policy, Cabinet and Parliamentary Affairs Branch","Direction générale des politiques stratégiques, des affaires du Cabinet et des affaires parlementaires",129,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada
2560,Litigation Management Oversight Team,Direction de la surveillance de la gestion des litiges,129,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada
2559,Missing and Murdered Indigenous Women and Girls Secretariat,Le Secretariat pour les femmes et les filles autochtones disparues et assassinées,129,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada
2558,Receive and review breach reports under PIPEDA.,Recevoir et examiner les atteintes à la vie privée en vertu de la LPRPDE.,256,Offices of the Information and Privacy Commissioners of Canada,Commissariats à l’information et à la protection de la vie privée du Canada
2557,On-Reserve Other Community Infrastructure Capacity Building,Renforcement des capacités pour les autres infrastructures communautaires pour les collectivités dans les réserves,348,Department of Indigenous Services,Ministère des Services aux Autochtones
2556,Review and investigate complaints under PIPEDA.,Examiner et enquêter les plaintes en vertu de la LPRPDE.,256,Offices of the Information and Privacy Commissioners of Canada,Commissariats à l’information et à la protection de la vie privée du Canada
2555,Receive and review Privacy Act breach reports.,Recevoir et examiner les rapports d'atteintes à la vie privée en vertu de la Loi sur la protection des renseignements personnels.,256,Offices of the Information and Privacy Commissioners of Canada,Commissariats à l’information et à la protection de la vie privée du Canada
2554,Review and Investigate complaints under the Privacy Act.,Examiner et enquêter sur les plaintes en vertu de la Loi sur la protection des renseignements personnels.,256,Offices of the Information and Privacy Commissioners of Canada,Commissariats à l’information et à la protection de la vie privée du Canada
2553,Consultation services with federal institutions,Services-conseils au gouvernement,256,Offices of the Information and Privacy Commissioners of Canada,Commissariats à l’information et à la protection de la vie privée du Canada
2552,Privacy Impact Assessment (PIAs) Reviews.,Examens de Évaluations des facteurs relatifs à la vie privée (EFVP).,256,Offices of the Information and Privacy Commissioners of Canada,Commissariats à l’information et à la protection de la vie privée du Canada
2551,Surplus Canadian Publications,Publications canadiennes en surplus,199,Library and Archives Canada,Bibliothèque et Archives Canada
2550,Contributions Program of the Office of the Privacy Commissioner of Canada.,Programme des contributions du Commissariat à la protection de la vie privée du Canada.,256,Offices of the Information and Privacy Commissioners of Canada,Commissariats à l’information et à la protection de la vie privée du Canada
2549,Cataloguing in Publication,Catalogage avant publication,199,Library and Archives Canada,Bibliothèque et Archives Canada
2545,Access to records of former Canadian Armed Forces members,Accès aux dossiers personnels des anciens membres des Forces armées canadiennes,199,Library and Archives Canada,Bibliothèque et Archives Canada
2542,Access to records in support of the Federal Indian Day School Class Action Settl,Accès aux dossiers à l'appui du règlement du recours collectif des externats indiens fédéraux,199,Library and Archives Canada,Bibliothèque et Archives Canada
2541,"«Listen, Hear Our Voices» Initiative",Initiative «Écoutez pour entendre nos voix»,199,Library and Archives Canada,Bibliothèque et Archives Canada
2540,Loan request for exhibitions,Demande de prêts pour expositions,199,Library and Archives Canada,Bibliothèque et Archives Canada
2539,Respond to requests for information from Parliamentarians.,Répondre aux demandes d'information des parlementaires.,256,Offices of the Information and Privacy Commissioners of Canada,Commissariats à l’information et à la protection de la vie privée du Canada
2538,Consultation of published and archival material,Consultation de matériel publié et archivistique,199,Library and Archives Canada,Bibliothèque et Archives Canada
2537,LAC User Card Registration Form,Formulaire d'inscription pour la carte d'usager de BAC,199,Library and Archives Canada,Bibliothèque et Archives Canada
2536,Loans to other institutions,Prêts à d'autres institutions,199,Library and Archives Canada,Bibliothèque et Archives Canada
2534,Genealogy,Généalogie,199,Library and Archives Canada,Bibliothèque et Archives Canada
2532,Grants and Contributions in Aid of Academic Relations,Subventions et contributions en appui aux relations academiques,126,Global Affairs Canada,Affaires mondiales Canada
2531,Orientation,Orientation,199,Library and Archives Canada,Bibliothèque et Archives Canada
2528,Emergency Watch and Response,Surveillance et d'interventions d'urgence,126,Global Affairs Canada,Affaires mondiales Canada
2517,Canada Treaty Adoption Process,Processus canadien d'adoption des traités,126,Global Affairs Canada,Affaires mondiales Canada
2515,Northern Contaminated Sites Program,Programme des sites contaminés du Nord,129,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada
2505,Permits under the Scott Islands Protected Marine Area Regulations,Permis en vertu du Règlement sur la zone marine protégée des îles Scott,137,Environment and Climate Change Canada,Environnement et Changement climatique Canada
2495,Impact Assessment Process,Processus d'évaluation d'impact,348,Department of Indigenous Services,Ministère des Services aux Autochtones
2480,Manage the Specific Claims Program,Gestion du programme des revendications particulières,129,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada
2477,"Support in accordance with the First Nations Fiscal Management Act, and its institutions",Support en lien avec la Loi sur la gestion financière des Premières Nations et ses institutions.,129,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada
2469,Canada Treaty Custodian,Gardien des traités du Canada,126,Global Affairs Canada,Affaires mondiales Canada
2468,Indigenous Childhood Claims Litigation,Litiges relatifs aux réclamations pour les expériences vécues dans l'enfance,129,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada
2467,Implementation of the Indian Residential Schools Settlement Agreement and Indian Residential Schools Documents Advisory Committee,Mise en œuvre de la Convention de règlement relative aux pensionnats indiens,129,Crown-Indigenous Relations and Northern Affairs Canada,Relations Couronne-Autochtones et Affaires du Nord Canada
2466,International Real Property Services,Services en biens immobiliers internationaux,126,Global Affairs Canada,Affaires mondiales Canada
2465,Media Relations.,Relations avec les médias.,256,Offices of the Information and Privacy Commissioners of Canada,Commissariats à l’information et à la protection de la vie privée du Canada
2464,10% Temporary Wage Subsidy for Employers,Subvention salariale temporaire de 10 % pour les employeurs (SST),46,Canada Revenue Agency,Agence du revenu du Canada
2463,Canada Emergency Rent Subsidy (CERS),Subvention d'urgence du Canada pour le loyer (SUCL),46,Canada Revenue Agency,Agence du revenu du Canada
2462,Canada Emergency Wage Subsidy (CEWS),Subvention salariale d'urgence du Canada (SSUC),46,Canada Revenue Agency,Agence du revenu du Canada
2461,Canada Emergency Student Benefit (CESB),Prestation canadienne d'urgence pour les étudiants (PCUE),46,Canada Revenue Agency,Agence du revenu du Canada
2460,Canada Emergency Response Benefit (CERB),Prestation canadienne d'urgence (PCU),46,Canada Revenue Agency,Agence du revenu du Canada
2459,Canada Recovery Sickness Benefit (CRSB),Prestation canadienne de maladie pour la relance économique (PCMRE),46,Canada Revenue Agency,Agence du revenu du Canada
2458,Canada Recovery Caregiving Benefit (CRCB),Prestation canadienne de la relance économique pour proches aidants (PCREPA),46,Canada Revenue Agency,Agence du revenu du Canada
2457,Canada Recovery Benefit (CRB),Prestation canadienne de la relance économique (PCRE),46,Canada Revenue Agency,Agence du revenu du Canada
2456,Support to employees and veterans experiencing symptoms of or who have been diagnosed with an operational stress injury,Soutien aux employés et vétérans présentant des symptômes ou ayant reçu un diagnostic de traumatisme lié au stress opérationnel,295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2454,Information sharing service between INTERPOL/Europol and Canadian Law Enforcement,Service d’échange d’information entre INTERPOL/Europol,295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2453,Specialized Technical Investigative Services (STIS),Les Services d’enquêtes spécialisées et techniques,295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2452,"Notices and requests related to An Act respecting First Nations, Inuit and Métis children, youth and families","Avis et demandes liés à la Loi concernant les enfants, les jeunes et les familles des Premières Nations, des Inuits et des Métis",348,Department of Indigenous Services,Ministère des Services aux Autochtones
2451,Coordination Agreement Discussions Tables,Tables de discussions sur l'accord de coordination,348,Department of Indigenous Services,Ministère des Services aux Autochtones
2450,Service Feedback - Complaints,"Rétroaction sur les services - plaintes,",46,Canada Revenue Agency,Agence du revenu du Canada
2449,Canadian Police Information Centre (CPIC) System including the Public Safety Portal (PSP),Système du Centre d'information de la police canadienne (CIPC) incluant le Portail de la Sécurité Publique (PSP),295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2448,Vulnerable Persons Unit (VPU) - Family Violence Initiative Fund (FVIF),Section des personnes vulnérables - Fonds de l'Initiative de lutte contre la violence familiale de la GRC,295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2447,Indian Act Land Administration,Gestion des terres sous la Loi sur les Indiens,348,Department of Indigenous Services,Ministère des Services aux Autochtones
2446,Youth Leadership Workshop (YLW),Atelier de perfectionnement en leadership (APL),295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2445,RCMPTalks,Discussions GRC,295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2444,Youth Officer Training (YOT) (online and in-person),Formation des policiers éducateurs (FPE) (en ligne et en personne),295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2443,RCMP-Indigenous Relations Services (RIRS),GRC services de relations avec les autochtones (GRC-SRA),295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2442,RCMP Operations Coordination Centre (ROCC),Centre de coordination des opérations de la GRC (CCOG),295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2440,Operational Communications Centre National Support Services (OCCNSS),Services nationaux du soutien aux stations de transmissions opérationnelles (SNSSTO),295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2380,Canada Business App,l'application Enterprises Canada,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2379,Cyber Security Assessments,Évaluations de la cybersécurité,135,Public Safety Canada,Sécurité publique Canada
2378,General Enquiry Services,Services de renseignements généraux (SRG),237,"Housing, Infrastructure and Communities Canada","Logement, Infrastructure et Collectivités Canada"
2377,Green and Inclusive Community Buildings (GICB),Bâtiments communautaires verts et inclusifs (BCVI),237,"Housing, Infrastructure and Communities Canada","Logement, Infrastructure et Collectivités Canada"
2376,Natural Infrastructure Fund (NIF),Fonds pour les infrastructures naturelles (FIN),237,"Housing, Infrastructure and Communities Canada","Logement, Infrastructure et Collectivités Canada"
2375,National Contact Centre Network (NCCN),Réseau national des centres de contact (RNCC),139,Veterans Affairs Canada,Anciens Combattants Canada
2374,Inspecting a Railway,Inspection d'un chemin de fer,138,Transport Canada,Transports Canada
2373,Program to Advance Indigenous Reconciliation: Marine Safety Equipment and Traini,Programme visant à favoriser la réconciliation avec les peuples autochtones : Programme de formation et d'équipement de sécurité maritime,138,Transport Canada,Transports Canada
2372,Program to Advance Indigenous Reconciliation: Program to Enhance Maritime Situat,Programme visant à favoriser la réconciliation avec les peuples autochtones : Programme de sensibilisation accrue aux activités maritimes,138,Transport Canada,Transports Canada
2371,Program to Protect Canada's Coastlines and Waterways: Safety Equipment and Basic,Programme de protection du littoral et des voies navigables du Canada : Initiative sur l'équipement de sécurité et l'infrastructure maritime de base dans les collectivités nordiques,138,Transport Canada,Transports Canada
2370,Administration of the Marine War Risk Act and the agreement with the Canadian Sh,Administration de la Loi sur les risques de guerre en matière d'assurance maritime et de l'accord avec l'Association pour assurance mutuelle d'armateurs canadiens.,138,Transport Canada,Transports Canada
2369,Contribution Program to Support Essential Air Services for Remote Communities,programme de contribution pour le programme de soutien aux services aériens essentiels aux collectivités éloignées,138,Transport Canada,Transports Canada
2368,Issuance of AMOC/Exemption to the requirements of an Airworthiness Directive,Délivrance d'un AMOC/Exemption aux exigences d'une directive de navigabilité,138,Transport Canada,Transports Canada
2367,Program to Address Disturbances from Vessel Traffic: Quiet Vessel Initiative,Programme de lutte contre les perturbations causées par le trafic maritime : Initiative pour des navires silencieux,138,Transport Canada,Transports Canada
2366,Aviation Security - Issuing Exemptions,Sûreté aérienne - délivrance d'exemptions,138,Transport Canada,Transports Canada
2365,Operating a federal railway,Exploitation d'un chemin de fer fédéral,138,Transport Canada,Transports Canada
2364,Drone safety,Sécurité des drones,138,Transport Canada,Transports Canada
2363,Program to Advance Transportation Innovation: Canadian Transportation Research F,Programme de promotion de l'innovation en matière de transport : Groupe de recherches sur les transports au Canada,138,Transport Canada,Transports Canada
2362,Transportation Security Clearance,Habilitation de sécurité en matière de transport,138,Transport Canada,Transports Canada
2361,Radiological and Nuclear Expertise,Expertise nucléaire et radiologique,87,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2360,CNSC Emergency Management Duty Officer,Agente de service chargé de la gestion des urgences de la CCSN,87,Canadian Nuclear Safety Commission,Commission canadienne de sûreté nucléaire
2359,Exchanges Canada - Youth Forums Canada,Échanges Canada - Forums Jeunesse Canada,122,Canadian Heritage,Patrimoine canadien
2358,Youth Take Charge,Les jeunes s'engagent,122,Canadian Heritage,Patrimoine canadien
2330,Business Advisory Services.,Services-conseils à l'entreprise.,256,Offices of the Information and Privacy Commissioners of Canada,Commissariats à l’information et à la protection de la vie privée du Canada
2300,Canadian Travel Number (CTN),Numéro canadien de voyages (NCV),135,Public Safety Canada,Sécurité publique Canada
2298,Botulism Reference Service for Canada,Service de référence pour le botulisme au Canada,127,Health Canada,Santé Canada
2297,"Supporting the Canadian Red Cross' Urgent Relief Efforts Related to COVID-19, Floods and Wildfires","Appuyer les efforts urgents de secours de la Croix-Rouge canadienne liés è la COVID-19, aux inondations et aux feux de forêt",135,Public Safety Canada,Sécurité publique Canada
2296,Official Languages Health Program,Programme pour les langues officielles en santé,127,Health Canada,Santé Canada
2295,COVID-19 Authorized Accommodations Toll-Free line,Ligne sans frais des hébergements autorisés COVID-19,280,Public Health Agency of Canada,Agence de la santé publique du Canada
2294,ArriveCAN Public Enquiries,Demandes de renseignement sur ArriveCAN,280,Public Health Agency of Canada,Agence de la santé publique du Canada
2293,COVID-19 Public Enquiries,Demandes de renseignement sur la COVID-19,280,Public Health Agency of Canada,Agence de la santé publique du Canada
2292,Health Care Policy and Strategies Program,Programme des politiques et des stratégies en matière de soins de santé,127,Health Canada,Santé Canada
2291,Central Registry of Divorce Proceedings (CRDP),Bureau d'enregistrement des actions en divorce (BEAD),132,Department of Justice Canada,Ministère de la Justice Canada
2290,Garnishment Registry of the National Capital Region (GAPDA),Greffe de la saisie-arrêt de la région de la capitale nationale (LSADP),132,Department of Justice Canada,Ministère de la Justice Canada
2289,Professional Training,Formation professionnelle,132,Department of Justice Canada,Ministère de la Justice Canada
2288,Public Legal Education and Information,Éducation et information juridiques publiques,132,Department of Justice Canada,Ministère de la Justice Canada
2287,Canadian Family Justice Fund,Fonds canadien de justice familiale,132,Department of Justice Canada,Ministère de la Justice Canada
2286,Enquiries,Demande de renseignements,132,Department of Justice Canada,Ministère de la Justice Canada
2285,One-Time Payment to Persons with Disabilities,Paiement Unique aux Personnes en Situation de Handicap,128,Employment and Social Development Canada,Emploi et Développement social Canada
2284,Fish Harvester Benefit and Grants program,Programme de Prestation et Subvention aux Pêcheurs,128,Employment and Social Development Canada,Emploi et Développement social Canada
2283,Amend Industrial Hemp Licences,Modifier les licences de chanvre en vertu de la Loi sur le cannabis et de ses règlements,127,Health Canada,Santé Canada
2281,Cannabis Status Confirmation Service,Service de confirmation du statut en matiere du cannabis,127,Health Canada,Santé Canada
2280,"Class A Precursor Licences (New, Renewals, Amendments, Closures)","Octroi de licences de précurseurs chimiques de catégorie A (Nouvelles, renouvellements, modifications et fermetures)",127,Health Canada,Santé Canada
2278,National Fine Recovery Program (NFRP),Programme national de recouvrement des amendes (PNRA),248,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2277,Emergency Support Function #10,Fonction de soutien d'urgence no. 10,136,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2276,Water/sewage treatment,Eau/traitement des eaux usées,133,National Defence,Défense nationale
2275,Respond to inquiries.,Répondre aux demandes de renseignements.,256,Offices of the Information and Privacy Commissioners of Canada,Commissariats à l’information et à la protection de la vie privée du Canada
2274,Prosecutorial Legal Advice,Conseils juridiques en matière de poursuites,248,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2271,Recruitment,Recrutement,133,National Defence,Défense nationale
2270,Measuring device approval services (non new approvals / revisions),Services d'approbation des dispositifs de mesure (non nouvelles approbations / révisions),130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2269,Listeriosis Reference Service for Canada,Service de référence sur la listériose au Canada,127,Health Canada,Santé Canada
2268,Central Notification System,Système de notification central,280,Public Health Agency of Canada,Agence de la santé publique du Canada
2267,Designated Quarantine Facilities,Installations de quarantaine désignées,280,Public Health Agency of Canada,Agence de la santé publique du Canada
2266,GC-Wide Application Support Services,Services de soutien des applications à l'échelle du GC,136,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2265,Travel Health Advice,Conseils de santé aux voyageurs,280,Public Health Agency of Canada,Agence de la santé publique du Canada
2264,COVID-19 Mental Health Response,COVID-19: Intervention en santé mentale,127,Health Canada,Santé Canada
2263,Public Service Occupational Health Program COVID Response Division,Programme de santé au travail de la fonction publique - Division de l'intervention liée à la COVID,127,Health Canada,Santé Canada
2262,Project Risk and Complexity Assessment (Callipers),L’Évaluation de la complexité et des risques des projets (Calibrage),326,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
2261,Repository of Federal Public Sector (Core Public Administration) Collective Agreements,Répertoire des conventions collectives du secteur public fédéral (administration publique centrale),326,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
2260,"Investment Canada Act (ICA) Net Benefit Review, National Security Review","Loi sur Investissement Canda examen de l'avantage net, examen relatif à la sécurité nationale",130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2259,Early Retirement Incentive Program- A Unique Program (not associated with Receiver General Functions). Maintain pension services for employees of coal mines.,Programme d’encouragement à la retraite anticipée – Un programme unique (indépendant des fonctions du receveur général). Assurer les services de pensions pour les employés des mines de charbon.,136,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2257,Treasury Board Policy Suite Website,Site Web des politiques du Conseil du Trésor,326,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
2256,New Substances Notifications (Food and Drugs Act use),Déclaration de substances nouvelles (usage en vertu de la Loi sur les aliments et drogues),127,Health Canada,Santé Canada
2255,New Substances Program,Programme des substances nouvelles,127,Health Canada,Santé Canada
2254,COVID Vaccines Inventory Management,Gestion des inventaires vaccins COVID,280,Public Health Agency of Canada,Agence de la santé publique du Canada
2253,GC Integrated Planning submission,Soumission du Plan Intégrée GC,326,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
2251,Intellectual Property Clinics Program (Gs&Cs),Programme de cliniques sur la propriété intellectuelle,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2250,Indigenous Intellectual Property Program Grant (Gs&Cs),Subvention du programme sur la propriété intellectuelle autochtone,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2248,Patent Collective Pilot Program (Gs&Cs),Programme pilote sur le Collectif de brevets,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2247,Large Employer Emergency Financing Facility (LEEFF),Crédit d’urgence pour les grands employeurs (CUGE),130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2246,Regional Relief and Recovery Fund,Fonds d'aide et de relance régionale,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2245,Women Entrepreneurship Strategy Ecosystem Fund,Le Fonds pour l'écosystème de la Stratégie pour les femmes en entrepreneuriat,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2244,Women Entrepreneurship Fund,Le Fonds pour les femmes en entrepreneuriat,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2243,Canadian Experiences Fund,Fonds pour les expériences canadiennes,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2242,Executive Talent Management,Gestion des talents des cadres supérieurs,326,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
2241,Public Service Employee Survey (PSES),Sondage auprès des fonctionnaires fédéraux (SAFF),326,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
2240,Issuance of Certificates of Qualification under the Floating Plant Clause (Coasting Trade Act),Délivrance de certificats de qualification en vertu de la clause d'outillage flottant (Loi sur le cabotage),130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2239,Expenditure Management Component,Le système de gestion des dépenses,326,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
2238,Client Support Centre,Centre de soutien à la clientèle,123,"Immigration, Refugees and Citizenship Canada","Immigration, Réfugiés et Citoyenneté Canada"
2237,ExploreIP,ExplorerPI,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2236,The Accelerated Growth Service (AGS),Le service de croissance accélérée,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2235,Accelerated Growth Service,Service croissance accélérée,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2234,IC Contact Us: AGS Call Centre Service,Contactez-nous IC: Service de centre d'appel,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2233,TBS IRIS (SAP) Corporate Financial Systems for the Central Agency Cluster Shared Systems (CAC-SS),SCT IRIS (SAP) Systèmes financiers ministériels des Systèmes partagés du Regroupement des organismes centraux (SP-ROC),326,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
2230,COVID-19 Tracking System (CTS),Système de suivi pour la COVID-19 (SSC),326,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
2229,Universal Broadband Fund (STS-CCB),Fonds pour la large bande universelle,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2228,CRC-Intellectual Property Licensing,Licences de propriété intellectuelle,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2227,Strategic Science Fund (SSF),Fonds stratégique des sciences (FSS),130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2226,Safeguarding Your Research Portal,Portail Protégez Votre Recherche,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2225,Innovative Solutions Canada Program,Solutions innovatrices Canada (SIC),130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2224,AAFC Contact Centre,Centre d’appels de la Direction des programmes du revenu agricole (DPRA),1,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
2223,Food Waste Reduction Challenge,Défi de réduction du gaspillage alimentaire,1,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
2222,Canada Digital Adoption Program - Grow Your Business Online,Programme canadien d’adoption du numérique - Développer vos activités commerciales en ligne,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2221,COVID Alert,Alerte COVID,127,Health Canada,Santé Canada
2220,Rapid test kit provision,Fourniture de kit de test rapide,127,Health Canada,Santé Canada
2219,Women Entrepreneurship Knowledge Hub,Portal de connaissances pour les femmes en entrepreneuriat,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2218,Black Entrepreneurship Program,Programme pour l'entrepreneuriat des communautés noires,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2217,Register Integrated Circuit Topography,Enregistrement de topographies de circuits intégrés,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2216,"IP Education, tools, and resources","Éducation, outils et ressources en matière de PI",130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2215,Surplus Food Rescue Program,Programme de récupération d’aliments excédentaires,1,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
2214,Emergency Processing Fund,Le Fonds d'urgence pour la transformation,1,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
2213,Emergency On-Farm Support Fund,Fonds d’urgence pour les mesures de soutien à la ferme,1,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
2201,Mandatory Isolation Supports for Temporary Foreign Workers Program,Programme d'aide pour l'isolement obligatoire des travailleurs étrangers temporaires,1,Agriculture and Agri-Food Canada,Agriculture et Agroalimentaire Canada
2159,Small Business Services and Public Enquiries,Services aux petites entreprises et demandes de renseignements pour le public,150,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l'Ontario
2158,Funding Programs,Programmes de financement,150,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l'Ontario
2155,Funding Programs for Health Research and Training,Programmes de financement de la recherche et de la formation en santé,74,Canadian Institutes of Health Research,Instituts de recherche en santé du Canada
2154,Investigate a Complaint,Enquêter sur une plainte,302,National Security and Intelligence Review Agency Secretariat,Secrétariat de l’Office de surveillance des activités en matière de sécurité nationale et de renseignement
2153,Conduct a Review,Effectuer un examen,302,National Security and Intelligence Review Agency Secretariat,Secrétariat de l’Office de surveillance des activités en matière de sécurité nationale et de renseignement
2152,Public Education and Outreach,Sensibilisation du public et liaison avec les collectivités,297,Civilian Review and Complaints Commission for the RCMP,Commission civile d’examen et de traitement des plaintes relatives à la GRC
2151,Request a Review,Demande d'examen,297,Civilian Review and Complaints Commission for the RCMP,Commission civile d’examen et de traitement des plaintes relatives à la GRC
2150,Make a Complaint,Dépôt d'une plainte,297,Civilian Review and Complaints Commission for the RCMP,Commission civile d’examen et de traitement des plaintes relatives à la GRC
2149,Stakeholder Relations,Stakeholder Relations,98,Transportation Safety Board of Canada,Bureau de la sécurité des transports du Canada
2148,Media relations,Relations avec les médias,98,Transportation Safety Board of Canada,Bureau de la sécurité des transports du Canada
2146,Accelerated Growth Service,Service de croissance accélérée,130,"Innovation, Science and Economic Development Canada","Innovation, Sciences et Développement économique Canada"
2145,Government Resiliency and Continuity Management (Centre for Resiliency and Continuity Management),Gestion de la continuité et de la résilience du gouvernement (Centre de gestion de la continuité et de la résilience),135,Public Safety Canada,Sécurité publique Canada
2144,Alerts and advisories,Alertes et avis,263,Parks Canada,Parcs Canada
2143,Waterways Safety and Reporting,Services de sécurité et d'information sur les voies navigables,263,Parks Canada,Parcs Canada
2142,Highway Operations,Opérations de voirie,263,Parks Canada,Parcs Canada
2141,Conservation management,Gestion de la conservation,263,Parks Canada,Parcs Canada
2140,Media Relations,Relations avec les médias,124,Department of Finance Canada,Ministère des Finances Canada
2139,Departmental Correspondence Unit,Unité de la correspondance ministérielle,124,Department of Finance Canada,Ministère des Finances Canada
2138,Criminal Intelligence Service Canada (CISC),Service canadian de renseignements criminels (SCRC),295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2137,Sensitive and Specialized Investigative Services (SSIS),Services d'enquêtes spécialisées et de nature délicate (SESND),295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2136,Canadian Criminal Real Time Identification Services (CCRTIS) - Biometric Business Solutions (BBS) Certification Services.,Les Services canadiens d'identification criminelle en temps réel (SCICTR) - Services de certification- Solutions biométriques d'entreprise (SBE),295,Royal Canadian Mounted Police,Gendarmerie royale du Canada
